,INTERCOLUMNAR_DISTANCE,UPPER_MARGIN,LOWER_MARGIN,EXPLOITATION,MODULAR_RATIO,INTERLINEAR_SPACING,WEIGHT,PEAK_NUMBER,CLASS
9942,-0.017834,-0.440412,0.267634,1.39515,0.439463,0.106925,1.116463,0.126447,A
9943,-0.128929,-0.511072,0.342319,0.170775,1.892833,0.031425,-1.338538,-0.684271,F
9945,-0.00549,0.486028,0.118265,0.446569,-0.391033,0.144676,0.417023,-0.091823,G
9946,0.043885,-0.079257,0.061363,0.565085,0.979286,0.484429,0.227917,-0.091823,A
9947,0.15498,-0.448263,0.356544,-0.003837,-0.515608,0.031425,0.324761,-0.029461,F
9951,0.105604,-0.189174,0.164499,-0.683757,-0.391033,0.55993,0.858917,0.562987,A
9953,0.019197,-0.087108,0.384996,0.794958,1.311485,0.182426,0.376833,0.718895,A
9954,0.09326,0.344707,0.14316,-0.026574,0.107265,0.220177,0.027472,0.438262,G
9955,0.105604,-0.087108,0.367214,1.522618,0.06574,-0.006326,1.599071,0.40708,A
9956,0.080916,-0.126364,0.360101,-0.587947,-0.224934,0.182426,0.639155,0.095265,F
9960,-0.560964,0.329004,0.296086,0.755571,0.190314,0.257927,0.55029,0.781258,E
9962,0.266074,0.164129,0.118265,0.320234,0.314889,0.333428,0.003785,-0.466001,A
9963,0.25373,0.219088,0.14316,0.720541,0.647088,0.257927,-0.004117,0.18881,A
9964,-0.042522,0.007106,0.264078,-0.162546,-1.180006,0.106925,0.560988,0.874802,E
9965,-0.017834,-0.354049,0.42056,-0.176032,-0.764757,-0.081827,-0.707304,-0.185368,F
9966,0.031541,-0.118513,0.374326,-0.066706,-0.224934,0.106925,0.43739,0.344717,A
9971,0.179667,-0.291239,0.228514,1.550427,0.273364,0.069175,1.585753,0.562987,A
9972,0.167323,0.588093,-0.002652,-0.309259,-0.266459,0.257927,1.521488,-0.029461,F
9973,0.117948,0.124874,0.128935,0.3837,-0.141884,0.220177,0.428128,-0.154186,A
9975,0.080916,0.203385,0.249852,-0.423061,-1.346105,-0.232828,0.342467,1.093072,H
9976,0.241386,0.23479,0.121822,1.037988,1.228436,0.408929,0.187358,-0.621908,A
9978,0.006853,-0.267686,0.40989,0.565443,1.186911,0.295677,-0.466728,-0.247731,F
9979,-0.301743,0.195534,0.381439,0.351116,0.231839,0.748682,0.402267,1.186617,E
9980,0.179667,0.258344,0.189393,-0.133304,-0.557133,-0.232828,-0.021959,0.251173,A
9984,0.15498,0.054213,0.164499,-0.048325,-0.349509,0.031425,0.54165,0.282354,A
9985,-0.128929,0.572391,-0.031104,0.319399,0.480988,0.031425,0.544271,0.562987,G
9986,0.192011,0.509582,0.079145,1.072093,0.06574,0.333428,1.296813,0.656532,A
9987,-0.116585,0.423218,0.086258,1.919136,0.273364,0.597681,0.117424,0.126447,G
9990,0.25373,-0.197025,0.260522,0.326888,-0.474083,0.597681,1.503004,0.62535,F
9992,0.216699,-0.424709,0.306755,-0.043283,-0.474083,0.257927,-0.102437,-0.029461,A
9993,0.241386,0.23479,0.310311,-1.710992,-1.636779,0.031425,1.01059,1.093072,H
9994,-0.091897,-0.071406,0.537921,-1.178561,-0.640182,0.333428,0.84389,-0.372457,E
9995,-0.141273,0.729415,0.079145,0.151709,-0.723232,0.220177,1.072467,0.219991,F
9998,-0.314087,-0.236281,0.029355,0.460861,0.522513,0.295677,-1.059752,-0.310094,A
10002,-0.486901,-0.03215,0.196506,-0.633748,0.688613,0.295677,-0.244693,0.40708,C
10003,0.241386,-0.322644,0.310311,0.49055,0.730137,0.597681,0.760714,-0.185368,A
10004,0.216699,-0.424709,0.306755,-0.043283,1.103861,0.446679,-0.825874,-0.123005,A
10005,0.043885,0.572391,0.00446,-0.3331,-1.22153,0.069175,0.660997,0.500624,G
10006,0.019197,0.038511,0.19295,0.323367,0.190314,0.069175,0.063138,0.313536,F
10008,0.401857,-0.267686,0.299642,-0.808002,0.273364,0.446679,-1.239267,-0.091823,F
10009,0.09326,0.329004,0.271191,-0.813522,1.519109,0.52218,-1.130987,-0.278912,A
10010,0.377169,0.014957,0.381439,0.292753,-0.432558,0.257927,0.719185,1.311343,H
10013,0.204355,-0.134216,0.043581,-0.654873,0.314889,0.371178,-1.729234,-0.403638,E
10014,0.043885,-0.157769,0.328093,0.552225,0.813187,0.333428,0.323402,0.032902,A
10016,0.019197,-0.283388,0.214288,0.857677,0.231839,-0.044076,-0.072304,0.313536,A
10017,0.068573,-0.197025,0.032912,0.615571,0.979286,0.295677,-0.106397,0.095265,A
10020,0.09326,-0.267686,0.168055,-0.383884,0.397939,0.333428,0.164836,0.126447,A
10023,-0.141273,0.729415,0.079145,0.151709,0.356414,0.635431,-0.060422,0.251173,F
10025,0.364825,0.195534,0.175168,-0.027618,-0.681707,0.144676,0.310781,0.126447,A
10027,-0.116585,-0.212727,-0.027547,-0.927921,0.314889,0.673182,-0.858822,0.251173,E
10030,0.303106,-0.134216,-0.002652,-0.624558,1.768258,0.484429,-1.302464,-0.466001,A
10032,-0.128929,0.289748,0.235627,1.057473,0.024215,0.144676,1.178417,0.874802,E
10034,-0.079554,-0.173471,0.367214,0.324501,1.519109,0.408929,-1.012165,-1.027268,F
10035,-0.00549,-0.322644,0.100483,-0.519439,-0.764757,0.408929,-0.242694,0.282354,A
10036,0.105604,0.014957,0.377883,-0.432222,-0.557133,0.371178,-0.264031,0.999528,H
10037,-0.079554,-0.291239,0.388552,0.855618,-0.557133,0.106925,1.059498,-0.154186,F
10038,0.043885,0.69801,0.022242,0.912997,0.14879,0.220177,0.72598,0.001721,F
10040,-0.054866,0.203385,0.05425,-0.028782,0.06574,0.295677,0.40483,0.874802,G
10043,-0.22768,0.289748,-0.006209,0.395814,0.107265,0.55993,1.302618,0.687713,A
10044,0.031541,0.203385,0.086258,0.045008,-0.930856,0.257927,0.997272,0.500624,F
10045,0.117948,-0.291239,0.306755,0.255993,0.107265,0.597681,0.006678,-0.341275,A
10048,0.031541,0.195534,0.246296,0.627208,-0.266459,0.144676,1.388279,0.531806,H
10049,0.142636,-0.448263,0.438342,0.978909,-0.889332,-0.195078,1.078137,-0.060642,F
10050,-0.128929,0.022808,0.19295,0.837775,0.854712,0.069175,0.042267,-0.154186,A
10051,0.056229,0.054213,0.392108,-0.02896,-1.055431,0.182426,0.807913,0.999528,H
10053,0.105604,0.289748,0.171611,-0.220044,-0.598658,0.484429,0.306995,0.001721,A
10055,-0.16596,-0.134216,0.256965,0.387041,-0.681707,0.371178,0.885225,0.126447,F
10057,0.167323,-0.322644,0.306755,-0.543548,-0.224934,0.295677,-1.004205,-0.247731,F
10058,0.006853,0.407516,0.274747,-0.083803,-0.764757,0.408929,0.162273,0.375899,H
10060,-0.240024,0.117022,0.235627,0.902912,-0.557133,0.446679,1.53403,0.687713,E
10063,0.438888,0.289748,0.14316,-0.282494,-0.972381,-0.081827,-0.81902,-0.933723,A
10064,-0.091897,-0.142067,0.324537,0.65821,-0.10036,-0.081827,0.480181,-0.216549,F
10066,0.117948,0.124874,0.128935,0.3837,0.522513,-0.38383,-0.126007,-0.185368,A
10068,0.25373,-0.338346,0.352988,-1.154243,-0.474083,0.182426,0.802283,0.126447,F
10069,0.031541,-0.346197,-0.009765,1.029902,-0.432558,0.031425,-0.303328,-0.43482,A
10070,0.09326,-0.055704,0.068476,0.305076,0.273364,0.861934,0.568366,0.18881,A
10071,-0.264711,-0.09496,0.01513,-0.597346,-0.10036,0.257927,-1.421538,-0.684271,E
10074,0.241386,0.23479,0.121822,1.037988,0.854712,0.484429,0.32845,-0.403638,A
10076,0.031541,0.140576,0.399221,-0.817372,-0.972381,0.371178,1.637378,0.656532,H
10077,0.290762,-0.181323,0.441898,-1.339925,0.314889,0.069175,-1.587443,-1.151994,F
10078,-0.06721,0.336855,0.221401,-0.311258,0.813187,0.182426,1.501587,1.280161,G
10079,0.229043,-0.016448,0.317424,-0.526838,-0.598658,0.673182,-0.379339,0.064084,F
10081,0.192011,-0.259834,0.402778,-0.06593,-0.01731,0.031425,0.36763,0.157628,A
10084,0.241386,-0.110662,0.324537,-0.772226,0.273364,0.408929,-1.34444,-0.528364,F
10085,0.266074,-0.134216,0.214288,-0.229323,-0.681707,0.257927,-0.111756,-0.466001,F
10087,0.204355,-0.134216,0.043581,-0.654873,-0.307984,0.55993,-0.222249,0.656532,E
10088,0.031541,0.666605,-0.095119,0.010217,-0.930856,0.52218,1.013192,0.937165,G
10089,0.179667,-0.330495,0.530808,-0.314183,0.107265,0.295677,-0.54406,-0.403638,A
10094,0.080916,-0.291239,0.356544,0.226662,0.06574,0.069175,0.467347,0.157628,F
10099,0.056229,-0.063555,0.310311,-1.048885,0.06574,0.220177,0.525982,-0.247731,F
10100,0.105604,0.014957,0.377883,-0.432222,-0.307984,0.333428,-0.414364,0.999528,H
10101,0.364825,0.195534,0.175168,-0.027618,-0.847807,0.144676,-0.094573,-0.216549,A
10102,-0.215336,-0.204876,0.456124,-0.099826,-1.013906,0.446679,0.294919,0.095265,E
10103,-0.425181,-0.071406,0.424116,1.863279,1.103861,0.333428,0.400908,1.217798,X
10106,-0.042522,-0.189174,0.33165,-0.664392,-1.346105,0.257927,-0.268749,0.282354,H
10107,0.130292,-0.126364,0.377883,0.755362,0.854712,0.295677,0.417702,0.562987,A
10109,-0.091897,-0.189174,0.345875,0.235912,-0.058835,0.371178,-0.499404,-0.060642,A
10110,-0.314087,0.164129,0.200063,0.132493,-0.889332,-0.157328,-0.18767,-0.060642,E
10111,0.15498,-0.448263,0.356544,-0.003837,-0.307984,-0.006326,-0.038851,-0.403638,F
10112,0.080916,-0.244132,0.214288,-0.37914,-0.183409,-0.195078,-0.434984,-0.43482,F
10114,0.043885,-0.079257,0.061363,0.565085,0.896237,0.220177,-0.828379,-0.996086,A
10115,0.179667,-0.047852,0.274747,-0.605223,-0.806282,0.295677,0.103891,0.18881,F
10118,-0.449869,-0.291239,0.434785,-0.068824,0.647088,0.673182,-0.56697,0.282354,E
10119,-0.215336,-0.102811,0.360101,0.941284,0.314889,0.182426,1.362203,0.843621,E
10122,0.019197,-0.040001,0.288973,-0.042597,-0.681707,0.182426,0.455912,0.344717,F
10124,0.105604,-0.149918,0.438342,0.934659,-0.183409,0.484429,0.863305,0.18881,A
10125,0.241386,-0.322644,0.28186,0.274612,-1.055431,-0.34608,0.681557,0.126447,F
10126,0.080916,-0.291239,0.356544,0.226662,0.231839,0.295677,0.137538,0.064084,F
10127,-0.22768,0.289748,-0.006209,0.395814,2.017408,0.861934,0.103328,0.126447,A
10128,0.130292,-0.157769,0.577041,-0.670986,-1.38763,0.144676,-0.794305,-0.123005,C
10129,-0.030178,0.391814,0.217845,-0.07333,0.190314,0.748682,-0.138704,0.438262,G
10130,0.080916,-0.291239,0.356544,0.226662,-0.266459,0.031425,0.287813,0.282354,F
10131,0.080916,0.164129,0.19295,0.819007,1.228436,0.824183,0.16969,-0.247731,A
10132,0.080916,0.10132,0.10404,0.14049,0.14879,0.899684,0.188833,-0.43482,A
10133,-0.017834,-0.275537,0.388552,0.949727,0.771662,0.446679,0.180038,-0.372457,F
10134,0.117948,0.289748,0.392108,-1.747095,0.356414,0.597681,1.257691,0.032902,A
10136,-0.054866,0.226939,0.32098,-0.905841,-1.22153,0.106925,0.180407,0.313536,H
10141,0.019197,0.525284,0.068476,0.166658,-0.10036,0.52218,0.064789,-0.060642,F
10143,0.09326,-0.212727,0.260522,-0.527256,-0.474083,-0.006326,0.293424,0.219991,F
10147,-0.017834,-0.440412,0.267634,1.39515,1.477585,-0.006326,0.562755,0.344717,A
10150,-0.264711,-0.126364,0.235627,0.176773,1.975883,0.106925,0.028287,-0.091823,A
10151,-0.079554,-0.291239,0.388552,0.855618,0.024215,0.069175,0.441836,0.064084,F
10152,0.080916,0.164129,0.19295,0.819007,0.314889,0.295677,0.57153,-0.403638,A
10153,0.142636,-0.377602,0.328093,-0.039583,0.730137,-0.195078,-0.661367,-0.43482,F
10159,0.031541,0.171981,0.253409,-0.862994,0.190314,0.220177,-1.087943,0.500624,H
10160,-0.32643,-0.079257,0.239183,0.566935,1.560634,0.371178,-0.279505,0.438262,E
10162,-0.042522,0.187683,0.224957,0.290963,0.480988,0.144676,0.425429,0.032902,A
10163,0.216699,0.2976,0.249852,-0.041313,-0.058835,-0.006326,0.463814,-0.060642,A
10164,0.056229,0.054213,0.392108,-0.02896,0.356414,0.55993,-0.199979,0.531806,H
10167,-0.252367,-0.401156,0.466793,0.631147,1.311485,0.069175,-0.401414,0.594169,E
10171,0.216699,-0.291239,0.349432,0.50711,1.228436,0.52218,-0.274496,-0.123005,A
10172,-0.573307,0.376111,0.057807,0.047395,-0.515608,0.295677,-0.401375,0.313536,G
10174,0.056229,0.054213,0.392108,-0.02896,-1.346105,0.069175,0.615778,0.843621,H
10175,0.130292,-0.126364,0.271191,0.816262,0.439463,0.295677,0.700293,0.001721,A
10176,0.130292,-0.212727,0.324537,0.386474,-0.058835,0.597681,0.116026,-0.528364,F
10179,0.438888,0.195534,0.14316,-0.809435,-0.723232,0.144676,-0.726525,-0.372457,F
10180,0.043885,-0.157769,0.228514,-0.211361,0.397939,-0.157328,-0.570717,0.032902,F
10184,0.192011,0.242641,0.164499,0.576722,0.522513,0.220177,0.284571,-0.43482,A
10185,0.080916,-0.244132,0.214288,-0.37914,-0.10036,-0.044076,-0.559553,-0.185368,F
10186,0.500607,-0.220579,-0.03466,0.497323,0.06574,0.446679,0.825445,0.282354,A
10193,-0.042522,-0.189174,0.33165,-0.664392,-1.013906,0.446679,-0.259993,0.251173,H
10197,0.019197,0.525284,0.068476,0.166658,-0.10036,-0.081827,-0.301037,0.313536,F
10200,-0.017834,-0.047852,0.093371,-0.139302,-0.349509,-0.044076,-1.121027,-0.43482,A
10201,0.216699,-0.424709,0.306755,-0.043283,-0.515608,0.333428,0.747842,0.032902,A
10202,0.09326,-0.212727,0.260522,-0.527256,0.024215,0.257927,-0.512296,0.064084,F
10203,0.031541,0.140576,0.399221,-0.817372,-1.096956,0.106925,1.211928,0.843621,H
10205,-0.116585,0.069915,0.068476,-0.783147,0.231839,0.069175,-0.169419,-0.123005,A
10207,0.019197,-0.087108,0.384996,0.794958,0.854712,0.257927,-0.295465,0.251173,A
10208,-0.153617,-0.354049,0.37077,-0.513262,-1.055431,-0.232828,-0.056966,-0.060642,F
10209,0.056229,0.486028,0.10404,-0.053338,-0.681707,0.673182,0.396073,0.438262,G
10211,-0.116585,0.423218,0.086258,1.919136,0.273364,0.52218,0.40283,0.251173,G
10212,-0.116585,-0.581733,0.569929,1.083313,0.06574,0.031425,0.535923,0.219991,D
10213,-0.400494,-0.16562,0.392108,0.485626,-0.723232,0.106925,1.026026,1.093072,E
10215,0.080916,-0.244132,0.45968,0.426726,0.647088,0.031425,-1.380728,-1.058449,A
10217,-0.22768,0.250492,0.207175,-0.481276,-1.096956,0.52218,1.372144,1.155435,E
10219,0.31545,0.540986,0.029355,-0.395163,-1.055431,0.710932,-0.939124,-0.123005,G
10220,0.056229,0.054213,0.392108,-0.02896,-0.930856,0.408929,0.607818,0.500624,H
10221,0.130292,-0.456114,0.292529,0.202672,0.730137,0.408929,0.249099,0.032902,A
10222,0.117948,0.124874,0.128935,0.3837,0.854712,0.899684,-0.605606,-0.372457,A
10226,-0.054866,-0.024299,0.079145,0.136282,-0.141884,0.408929,0.215782,-0.029461,F
10227,0.648733,0.242641,-0.045329,-0.444157,0.771662,0.597681,0.278028,-0.091823,A
10231,-0.042522,0.187683,0.224957,0.290963,-0.058835,-0.006326,0.834085,0.718895,A
10234,0.080916,0.203385,0.249852,-0.423061,-1.138481,0.597681,0.936016,1.342524,H
10238,0.192011,-0.03215,0.452567,-0.877078,-0.10036,0.408929,0.309384,0.531806,A
10239,0.401857,-0.267686,0.299642,-0.808002,-1.013906,0.144676,-0.463019,-0.278912,F
10241,-0.215336,-0.142067,0.096927,-0.184417,-0.10036,0.295677,0.064362,0.750076,E
10242,0.080916,0.486028,0.14316,0.006427,-0.681707,0.220177,1.380726,0.313536,G
10244,0.09326,-0.102811,0.01513,-1.203774,-1.30458,-0.157328,-1.689549,-1.089631,A
10245,0.377169,0.014957,0.381439,0.292753,-0.723232,0.333428,0.968013,1.186617,H
10249,0.15498,-0.330495,0.299642,-0.333637,-0.515608,0.257927,-0.992147,-0.403638,F
10250,-0.00549,-0.322644,0.100483,-0.519439,-1.30458,0.333428,-1.043249,0.001721,A
10251,-0.22768,0.289748,0.132491,-0.234783,-1.22153,-0.006326,0.632786,0.750076,E
10252,0.117948,0.23479,0.050694,0.220456,-0.474083,-0.081827,-0.599587,-0.621908,A
10253,0.09326,-0.212727,0.260522,-0.527256,-1.013906,-0.119577,-0.882587,-0.154186,F
10254,0.229043,0.124874,0.182281,0.686496,-0.01731,0.597681,0.456028,-0.029461,A
10255,-0.104241,0.23479,0.214288,0.314028,1.685209,0.748682,-0.573609,0.375899,H
10257,0.09326,-0.055704,0.068476,0.305076,0.647088,0.597681,0.976439,-0.029461,A
10258,0.130292,-0.126364,0.377883,0.755362,0.439463,0.371178,0.665385,0.157628,A
10260,0.192011,-0.369751,0.278304,-0.659618,0.397939,-0.044076,-1.097243,-0.247731,F
10261,0.130292,-0.126364,0.271191,0.816262,0.231839,0.333428,0.56291,-0.247731,A
10264,0.056229,0.187683,-0.031104,-0.958476,-0.432558,0.824183,-1.110135,-0.528364,F
10266,0.019197,-0.016448,0.324537,-0.20781,-0.307984,0.52218,0.316742,0.438262,H
10270,0.192011,0.509582,0.079145,1.072093,0.813187,-0.119577,0.718525,0.438262,A
10271,0.241386,0.109171,-0.127126,0.380626,0.107265,0.333428,-0.011553,0.313536,A
10275,-0.128929,-0.322644,0.288973,0.764881,-0.01731,0.333428,0.408441,0.62535,F
10277,0.327793,0.50173,0.050694,-1.018301,-0.847807,0.55993,-0.084496,-0.185368,G
10280,0.179667,-0.047852,0.274747,-0.605223,-0.307984,0.182426,-0.383572,0.032902,F
10283,0.130292,-0.314793,0.417003,1.051058,0.605563,0.446679,0.520352,0.62535,A
10284,0.019197,-0.087108,0.292529,0.240776,0.730137,0.786433,-0.559203,0.313536,A
10285,0.229043,-0.181323,0.23207,-0.893459,-0.764757,-0.044076,-0.760755,-0.372457,F
10286,0.15498,-0.189174,0.246296,-1.223587,1.394535,0.182426,0.188232,0.251173,A
10288,-0.178304,0.902141,-0.041773,0.593103,-0.474083,0.484429,0.902311,-0.060642,F
10289,-0.314087,-0.157769,0.043581,1.051505,-0.141884,0.710932,1.488404,0.750076,E
10291,0.080916,-0.071406,0.160942,1.225521,0.273364,0.55993,0.905223,1.186617,A
10292,-0.030178,-0.063555,0.285416,-1.278877,-0.681707,0.069175,1.222102,-0.029461,F
10293,-0.22768,0.109171,0.413447,0.118917,-0.058835,0.408929,-0.143539,0.251173,D
10296,0.25373,-0.338346,0.352988,-1.154243,-0.10036,0.106925,0.417838,0.095265,F
10298,0.327793,0.336855,-0.020434,1.086893,0.522513,0.748682,1.01692,0.001721,A
10300,0.31545,0.540986,0.029355,-0.395163,-0.01731,0.295677,-0.161304,0.313536,G
10301,0.167323,-0.322644,0.306755,-0.543548,-0.557133,-0.044076,0.650726,0.313536,F
10303,-0.400494,-0.16562,0.392108,0.485626,-1.22153,0.144676,0.89468,0.18881,E
10304,0.15498,-0.471816,0.50947,1.205082,0.190314,0.220177,-0.701188,-0.808997,A
10306,0.204355,-0.448263,0.349432,0.689659,0.024215,-0.006326,0.173146,0.18881,A
10307,-0.449869,-0.291239,0.434785,-0.068824,-0.972381,0.069175,1.009057,0.469443,E
10308,0.364825,0.36826,0.19295,-0.420406,-1.553729,0.069175,0.222267,-0.091823,H
10309,0.09326,-0.212727,0.260522,-0.527256,-0.183409,0.182426,-0.484881,-0.091823,F
10310,0.15498,0.23479,0.210732,0.643738,1.726734,0.371178,-1.170925,-0.528364,A
10316,-0.054866,0.203385,0.05425,-0.028782,-0.640182,0.295677,1.070895,0.781258,G
10317,0.229043,-0.016448,0.317424,-0.526838,-0.058835,0.635431,-0.619896,0.001721,F
10319,0.080916,0.10132,0.10404,0.14049,-0.266459,0.446679,0.629078,-0.216549,A
10320,-0.240024,-0.424709,0.089814,1.094532,0.397939,0.220177,0.602246,0.469443,A
10321,-0.042522,0.540986,0.253409,-0.836378,1.519109,-0.308329,-0.606596,-0.185368,A
10322,-0.054866,-0.024299,0.079145,0.136282,-0.598658,0.106925,0.518468,0.032902,F
10323,0.019197,-0.087108,0.384996,0.794958,0.273364,0.220177,0.820785,-0.060642,A
10326,0.15498,-0.322644,0.175168,0.126526,-0.681707,0.635431,-0.584618,-0.65309,A
10328,0.204355,0.038511,0.036468,0.655644,-0.141884,0.484429,0.956305,0.064084,A
10331,0.192011,0.509582,0.079145,1.072093,0.107265,-0.119577,0.603023,0.157628,A
10332,0.09326,0.423218,0.022242,-0.203782,0.854712,0.069175,0.432846,-0.029461,A
10333,0.438888,0.195534,0.14316,-0.809435,-0.515608,0.031425,-1.334771,-0.559546,F
10334,0.303106,-0.354049,0.306755,-0.918463,-0.432558,0.295677,-0.972868,0.18881,F
10335,0.105604,0.10132,0.246296,0.08708,2.058932,0.069175,-0.352604,-0.154186,A
10337,0.389513,0.556689,0.431229,-1.955514,0.06574,0.031425,1.19263,0.594169,A
10339,0.09326,-0.055704,0.068476,0.305076,0.14879,0.710932,0.381512,-0.091823,A
10340,0.068573,0.148427,0.111153,0.179577,-0.474083,0.295677,0.259603,-0.060642,A
10342,-0.314087,-0.063555,0.42056,0.003921,-0.806282,0.031425,-0.678705,-0.840179,D
10343,0.229043,0.807926,-0.052442,0.082634,-0.10036,0.786433,-0.418888,-0.403638,F
10344,0.389513,0.376111,0.018686,-0.690978,-0.141884,0.031425,0.123986,0.001721,A
10347,-0.104241,-0.197025,0.221401,0.17367,0.356414,-0.081827,0.143052,-0.154186,F
10349,0.130292,-0.314793,0.417003,1.051058,0.439463,0.220177,0.699827,0.375899,A
10350,-0.00549,-0.071406,0.352988,-0.206676,-1.429155,0.220177,0.259098,0.843621,H
10353,0.15498,-0.236281,0.01513,0.558909,1.186911,0.295677,-1.048239,-0.684271,A
10354,0.043885,0.572391,0.00446,-0.3331,-0.806282,0.257927,-0.036968,0.469443,G
10359,0.09326,0.329004,0.271191,-0.813522,2.100457,0.975185,-0.579143,-0.029461,A
10361,0.130292,-0.157769,0.577041,-0.670986,-1.013906,0.295677,0.594285,1.03071,C
10362,-0.264711,-0.09496,0.01513,-0.597346,-0.10036,0.786433,0.061566,0.251173,E
10364,0.241386,-0.322644,0.310311,0.49055,0.273364,0.446679,-0.271098,-0.746634,A
10366,-0.00549,0.486028,0.118265,0.446569,-0.307984,0.408929,-0.101834,-0.185368,G
10367,0.080916,0.203385,0.310311,0.26951,-1.138481,0.446679,1.218588,0.313536,H
10368,0.105604,-0.251983,0.466793,0.287084,0.605563,0.899684,-0.389455,-0.43482,A
10369,-0.030178,-0.346197,0.235627,-1.08105,-1.470679,0.182426,-0.967548,0.62535,E
10372,-0.042522,-0.29909,0.182281,1.151314,0.439463,0.182426,0.456436,0.251173,A
10373,0.192011,-0.251983,0.33165,0.296423,-0.349509,0.257927,0.426536,0.40708,A
10374,-0.301743,-0.511072,0.463236,0.710665,0.979286,-0.34608,0.038384,0.62535,E
10379,0.006853,-0.668096,0.477462,1.62168,1.809783,0.257927,0.349729,-0.684271,A
10381,-0.042522,-0.3619,0.470349,-0.310721,-0.681707,0.257927,0.102221,0.157628,F
10385,0.192011,-0.369751,0.278304,-0.659618,0.397939,-0.232828,-1.579231,-0.746634,F
10386,-0.252367,0.062064,0.171611,-0.420108,-0.058835,0.069175,-0.077138,0.999528,E
10387,-0.091897,0.344707,0.182281,0.722749,0.813187,0.069175,0.076904,0.219991,H
10388,0.031541,0.203385,0.086258,0.045008,-0.847807,0.446679,0.382774,0.469443,F
10392,-0.16596,-0.267686,0.256965,0.051662,-0.183409,0.031425,-0.763415,-0.964905,A
10393,0.117948,0.556689,-0.009765,-0.57261,-0.10036,0.182426,-0.652727,0.219991,F
10395,0.364825,0.289748,0.235627,-0.32379,0.439463,0.52218,-0.045685,0.282354,A
10397,-0.030178,0.438921,-0.045329,0.766462,0.397939,0.295677,0.232848,0.40708,A
10398,0.15498,-0.448263,0.356544,-0.003837,-0.391033,-0.270579,-0.375728,-0.154186,F
10401,0.192011,-0.369751,0.278304,-0.659618,1.062336,0.182426,-1.218279,-0.466001,F
10403,0.043885,-0.079257,0.061363,0.565085,1.145386,0.408929,-0.197785,-0.216549,A
10404,-0.079554,-0.338346,0.40989,0.129748,-0.058835,0.182426,0.283464,0.531806,A
10405,-0.091897,-0.142067,0.324537,0.65821,-0.307984,0.295677,-0.168119,-0.840179,F
10406,-0.178304,0.014957,0.264078,0.582361,0.439463,0.144676,1.025657,0.126447,A
10410,-0.079554,-0.338346,0.40989,0.129748,-0.640182,-0.081827,0.634669,0.500624,A
10413,0.241386,-0.110662,0.324537,-0.772226,0.397939,0.257927,-1.689549,-0.559546,F
10414,0.130292,-0.071406,0.214288,0.915742,0.730137,0.786433,0.006037,-0.185368,A
10415,-0.264711,-0.126364,0.235627,0.176773,0.564038,0.182426,-0.183534,-0.933723,A
10418,-0.042522,-0.189174,0.33165,-0.664392,-1.512204,0.069175,0.063663,1.03071,H
10420,-0.00549,0.478177,0.029355,-0.247644,0.605563,0.673182,-0.951919,-0.528364,A
10421,0.241386,0.23479,0.121822,1.037988,0.647088,0.182426,0.684936,0.219991,A
10424,0.216699,0.321153,0.128935,0.491087,0.439463,0.069175,0.252846,0.18881,A
10425,0.080916,0.588093,0.01513,0.00225,-0.557133,0.371178,0.932346,0.282354,F
10426,0.25373,-0.338346,0.352988,-1.154243,-0.557133,0.257927,0.348428,0.032902,F
10427,0.229043,-0.000745,0.171611,-0.002793,0.688613,0.295677,-1.088486,-0.590727,A
10428,-0.301743,0.352558,0.288973,1.638181,0.688613,0.069175,0.502761,0.62535,E
11,-3.498799,-0.566031,0.139604,-5.440122,-0.847807,-1.176589,-2.008078,0.438262,I
14,0.290762,-0.189174,0.079145,-0.085921,-1.470679,-0.950086,-0.273525,0.968347,I
15,0.142636,-0.244132,-3.206971,0.165524,-2.093552,-0.874585,-2.69449,-3.334697,I
17,-0.301743,-0.314793,0.399221,0.77052,0.564038,-1.32759,0.004193,0.750076,Y
28,0.290762,-0.189174,0.079145,-0.085921,-0.930856,-1.101088,0.495694,1.68552,I
41,0.809204,-0.291239,0.036468,-0.399281,-0.640182,-1.32759,-0.172274,1.03071,I
59,0.809204,-0.16562,0.025799,0.712127,-1.055431,-1.554093,0.54299,1.623157,I
68,0.47592,-0.283388,0.107596,0.080127,-1.22153,-1.25209,-0.519635,1.46725,I
86,0.512951,-0.306942,0.061363,1.371548,-0.723232,-1.25209,0.870372,1.093072,I
104,0.47592,-0.283388,0.107596,0.080127,-1.636779,-1.063338,-0.712954,0.62535,I
121,0.759828,-1.304042,-0.023991,-0.973663,0.813187,-2.2336,1.136616,1.903791,I
130,0.352481,-0.448263,0.196506,-0.528002,-0.681707,-1.893847,-0.547574,0.687713,I
148,0.47592,-0.338346,0.047137,-0.000972,-0.01731,-0.874585,-0.817389,0.812439,I
152,-0.128929,0.705861,0.413447,2.004055,2.225032,-1.629594,0.235741,0.344717,Y
167,0.809204,-0.09496,0.118265,0.987502,-1.013906,-1.214339,-2.237044,-1.027268,I
172,0.809204,-0.09496,0.118265,0.987502,-0.806282,-1.32759,1.081263,1.436069,I
184,0.661077,-0.204876,-3.075385,0.471036,0.024215,-1.25209,0.689285,2.059698,I
191,3.265629,-0.251983,0.125378,-2.12386,-1.595254,-1.25209,1.397909,0.812439,I
200,0.364825,-0.000745,-0.052442,1.293223,-0.224934,-0.950086,0.614652,2.153242,I
